formula,predicted_conductivity,predicted_sigma_err,relaxed_energy_per_atom,relaxed_volume_per_atom,relaxed_cif_path,relax_mode
Li6.4La3.0Zr1.4Ta0.6O12,0.00058457288633076,0.000948544064642235,49.38703155517578,7.286410236189969,D:\doped_2\03_structures\relaxed\Li6.4La3.0Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.95Gd0.05Zr1.4Ta0.6O12,0.0004829094223699942,0.0008249856455665185,13.074405670166016,11.518509515726679,D:\doped_2\03_structures\relaxed\Li6.4La2.95Gd0.05Zr1.4Ta0.6O12_evaluated.cif,full
Li6.45La2.95Ba0.05Zr1.4Ta0.6O12,0.0005568100491874672,0.0009021967392135899,-4.726563453674316,38.701652632851214,D:\doped_2\03_structures\relaxed\Li6.45La2.95Ba0.05Zr1.4Ta0.6O12_evaluated.cif,full
Li6.45La2.95Ca0.05Zr1.4Ta0.6O12,0.0005333473000561733,0.0008740080518463448,-5.935042381286621,45.72112928103242,D:\doped_2\03_structures\relaxed\Li6.45La2.95Ca0.05Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.9Gd0.1Zr1.4Ta0.6O12,0.00046459918438950757,0.0008007537673553215,8.68161392211914,14.394135973343959,D:\doped_2\03_structures\relaxed\Li6.4La2.9Gd0.1Zr1.4Ta0.6O12_evaluated.cif,full
Li6.35Ga0.05La2.9Ba0.1Zr1.4Ta0.6O12,0.0001315091818226502,0.000414770659230127,16.353050231933594,6.146758335688782,D:\doped_2\03_structures\relaxed\Li6.35Ga0.05La2.9Ba0.1Zr1.4Ta0.6O12_evaluated.cif,full
Li6.35Ga0.05La2.9Ca0.1Zr1.4Ta0.6O12,0.00013082342414666022,0.00041230370480201383,12.463746070861816,8.151436315550074,D:\doped_2\03_structures\relaxed\Li6.35Ga0.05La2.9Ca0.1Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4Ga0.05La2.85Ca0.15Zr1.4Ta0.6O12,0.000138306364345187,0.00043679291180083994,-4.843845367431641,42.974350495749384,D:\doped_2\03_structures\relaxed\Li6.4Ga0.05La2.85Ca0.15Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.85Gd0.15Zr1.4Ta0.6O12,0.0004461802747710894,0.0007764461406718745,62.46684265136719,9.97781734684009,D:\doped_2\03_structures\relaxed\Li6.4La2.85Gd0.15Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.8Gd0.2Zr1.4Ta0.6O12,0.000427737195760708,0.0007520806633405883,6.931785583496094,15.782016145600128,D:\doped_2\03_structures\relaxed\Li6.4La2.8Gd0.2Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4Ga0.05La2.85Ba0.15Zr1.4Ta0.6O12,0.00014141506602583873,0.0004475334087029571,9.736199378967285,7.965401124931472,D:\doped_2\03_structures\relaxed\Li6.4Ga0.05La2.85Ba0.15Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.75Gd0.25Zr1.4Ta0.6O12,0.00040934968773713426,0.0007276799610796148,-3.7118570804595947,31.729169996612857,D:\doped_2\03_structures\relaxed\Li6.4La2.75Gd0.25Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.95Ba0.05Zr1.35Ta0.65O12,0.0004971851054699604,0.0008418498133336747,8.330146789550781,14.921522580626437,D:\doped_2\03_structures\relaxed\Li6.4La2.95Ba0.05Zr1.35Ta0.65O12_evaluated.cif,full
Li6.45Ga0.05La2.8Ca0.2Zr1.4Ta0.6O12,0.00014222410251450162,0.00045139396980217294,12.041327476501465,8.205696121601104,D:\doped_2\03_structures\relaxed\Li6.45Ga0.05La2.8Ca0.2Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.7Gd0.3Zr1.4Ta0.6O12,0.00039109222477421595,0.0007032714482962152,12.17110824584961,11.603029882990757,D:\doped_2\03_structures\relaxed\Li6.4La2.7Gd0.3Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4Ga0.1La2.7Ca0.3Zr1.4Ta0.6O12,0.00014479826264901825,0.00046162435609583223,9.398051261901855,8.0558115413609,D:\doped_2\03_structures\relaxed\Li6.4Ga0.1La2.7Ca0.3Zr1.4Ta0.6O12_evaluated.cif,full
Li6.4La2.95Ca0.05Zr1.35Ta0.65O12,0.0004778911360274896,0.000818480015577983,87.59425354003906,5.340689486667476,D:\doped_2\03_structures\relaxed\Li6.4La2.95Ca0.05Zr1.35Ta0.65O12_evaluated.cif,full
Li6.4La2.65Gd0.35Zr1.4Ta0.6O12,0.0003730336464760749,0.000678887145135909,64.21048736572266,8.75835098320215,D:\doped_2\03_structures\relaxed\Li6.4La2.65Gd0.35Zr1.4Ta0.6O12_evaluated.cif,full
Li6.35Ga0.1La2.75Ca0.25Zr1.4Ta0.6O12,0.00014149035569774928,0.00044850811256972565,9.027764320373535,14.356612886089072,D:\doped_2\03_structures\relaxed\Li6.35Ga0.1La2.75Ca0.25Zr1.4Ta0.6O12_evaluated.cif,full
Li6.45Ga0.1La2.65Ca0.35Zr1.4Ta0.6O12,0.00014471956658521575,0.0004652873092588691,9.489018440246582,7.5914014527898805,D:\doped_2\03_structures\relaxed\Li6.45Ga0.1La2.65Ca0.35Zr1.4Ta0.6O12_evaluated.cif,full
