formula,Li_pfu,Li_site,Li_site_val,Li_conc,Zr_site,Zr_site_val,Zr_conc,pair,cost_tier,is_novel,charge_check
Li6.450Mg0.15La3Zr1.75Nb0.25O12,6.45,Mg,2,0.15,Nb,5,0.25,Mg+Nb,low,True,0.0
Li6.400Mg0.15La3Zr1.70Nb0.30O12,6.4,Mg,2,0.15,Nb,5,0.3,Mg+Nb,low,True,0.0
Li6.300Mg0.15La3Zr1.60Nb0.40O12,6.3,Mg,2,0.15,Nb,5,0.4,Mg+Nb,low,True,0.0
Li6.200Mg0.15La3Zr1.50Nb0.50O12,6.2,Mg,2,0.15,Nb,5,0.5,Mg+Nb,low,True,0.0
Li6.500Mg0.20La3Zr1.90Nb0.10O12,6.5,Mg,2,0.2,Nb,5,0.1,Mg+Nb,low,True,0.0
Li6.450Mg0.20La3Zr1.85Nb0.15O12,6.45,Mg,2,0.2,Nb,5,0.15,Mg+Nb,low,True,0.0
Li6.400Mg0.20La3Zr1.80Nb0.20O12,6.4,Mg,2,0.2,Nb,5,0.2,Mg+Nb,low,True,0.0
Li6.350Mg0.20La3Zr1.75Nb0.25O12,6.35,Mg,2,0.2,Nb,5,0.25,Mg+Nb,low,True,0.0
Li6.300Mg0.20La3Zr1.70Nb0.30O12,6.3,Mg,2,0.2,Nb,5,0.3,Mg+Nb,low,True,0.0
Li6.200Mg0.20La3Zr1.60Nb0.40O12,6.2,Mg,2,0.2,Nb,5,0.4,Mg+Nb,low,True,0.0
Li6.100Mg0.20La3Zr1.50Nb0.50O12,6.1,Mg,2,0.2,Nb,5,0.5,Mg+Nb,low,True,0.0
Li6.400Mg0.25La3Zr1.90Nb0.10O12,6.4,Mg,2,0.25,Nb,5,0.1,Mg+Nb,low,True,0.0
Li6.350Mg0.25La3Zr1.85Nb0.15O12,6.35,Mg,2,0.25,Nb,5,0.15,Mg+Nb,low,True,0.0
Li6.300Mg0.25La3Zr1.80Nb0.20O12,6.3,Mg,2,0.25,Nb,5,0.2,Mg+Nb,low,True,0.0
Li6.250Mg0.25La3Zr1.75Nb0.25O12,6.25,Mg,2,0.25,Nb,5,0.25,Mg+Nb,low,True,0.0
Li6.200Mg0.25La3Zr1.70Nb0.30O12,6.2,Mg,2,0.25,Nb,5,0.3,Mg+Nb,low,True,0.0
Li6.100Mg0.25La3Zr1.60Nb0.40O12,6.1,Mg,2,0.25,Nb,5,0.4,Mg+Nb,low,True,0.0
Li6.000Mg0.25La3Zr1.50Nb0.50O12,6.0,Mg,2,0.25,Nb,5,0.5,Mg+Nb,low,True,0.0
Li6.900Mg0.05La3Zr1.90Mn0.10O12,6.9,Mg,2,0.05,Mn,4,0.1,Mg+Mn,low,True,0.0
Li6.900Mg0.05La3Zr1.85Mn0.15O12,6.9,Mg,2,0.05,Mn,4,0.15,Mg+Mn,low,True,0.0
Li6.900Mg0.05La3Zr1.80Mn0.20O12,6.9,Mg,2,0.05,Mn,4,0.2,Mg+Mn,low,True,0.0
Li6.900Mg0.05La3Zr1.75Mn0.25O12,6.9,Mg,2,0.05,Mn,4,0.25,Mg+Mn,low,True,0.0
Li6.900Mg0.05La3Zr1.70Mn0.30O12,6.9,Mg,2,0.05,Mn,4,0.3,Mg+Mn,low,True,0.0
Li6.800Mg0.10La3Zr1.90Mn0.10O12,6.8,Mg,2,0.1,Mn,4,0.1,Mg+Mn,low,True,0.0
Li6.800Mg0.10La3Zr1.85Mn0.15O12,6.8,Mg,2,0.1,Mn,4,0.15,Mg+Mn,low,True,0.0
Li6.800Mg0.10La3Zr1.80Mn0.20O12,6.8,Mg,2,0.1,Mn,4,0.2,Mg+Mn,low,True,0.0
Li6.800Mg0.10La3Zr1.75Mn0.25O12,6.8,Mg,2,0.1,Mn,4,0.25,Mg+Mn,low,True,0.0
Li6.800Mg0.10La3Zr1.70Mn0.30O12,6.8,Mg,2,0.1,Mn,4,0.3,Mg+Mn,low,True,0.0
Li6.700Mg0.15La3Zr1.90Mn0.10O12,6.7,Mg,2,0.15,Mn,4,0.1,Mg+Mn,low,True,0.0
Li6.700Mg0.15La3Zr1.85Mn0.15O12,6.7,Mg,2,0.15,Mn,4,0.15,Mg+Mn,low,True,0.0
Li6.700Mg0.15La3Zr1.80Mn0.20O12,6.7,Mg,2,0.15,Mn,4,0.2,Mg+Mn,low,True,0.0
Li6.700Mg0.15La3Zr1.75Mn0.25O12,6.7,Mg,2,0.15,Mn,4,0.25,Mg+Mn,low,True,0.0
Li6.700Mg0.15La3Zr1.70Mn0.30O12,6.7,Mg,2,0.15,Mn,4,0.3,Mg+Mn,low,True,0.0
Li6.600Mg0.20La3Zr1.90Mn0.10O12,6.6,Mg,2,0.2,Mn,4,0.1,Mg+Mn,low,True,0.0
Li6.600Mg0.20La3Zr1.85Mn0.15O12,6.6,Mg,2,0.2,Mn,4,0.15,Mg+Mn,low,True,0.0
Li6.600Mg0.20La3Zr1.80Mn0.20O12,6.6,Mg,2,0.2,Mn,4,0.2,Mg+Mn,low,True,0.0
Li6.600Mg0.20La3Zr1.75Mn0.25O12,6.6,Mg,2,0.2,Mn,4,0.25,Mg+Mn,low,True,0.0
Li6.600Mg0.20La3Zr1.70Mn0.30O12,6.6,Mg,2,0.2,Mn,4,0.3,Mg+Mn,low,True,0.0
Li6.500Mg0.25La3Zr1.90Mn0.10O12,6.5,Mg,2,0.25,Mn,4,0.1,Mg+Mn,low,True,0.0
Li6.500Mg0.25La3Zr1.85Mn0.15O12,6.5,Mg,2,0.25,Mn,4,0.15,Mg+Mn,low,True,0.0
Li6.500Mg0.25La3Zr1.80Mn0.20O12,6.5,Mg,2,0.25,Mn,4,0.2,Mg+Mn,low,True,0.0
Li6.500Mg0.25La3Zr1.75Mn0.25O12,6.5,Mg,2,0.25,Mn,4,0.25,Mg+Mn,low,True,0.0
Li6.500Mg0.25La3Zr1.70Mn0.30O12,6.5,Mg,2,0.25,Mn,4,0.3,Mg+Mn,low,True,0.0
Li6.900Mg0.05La3Zr1.90Fe0.10O12,6.9,Mg,2,0.05,Fe,4,0.1,Mg+Fe,low,True,0.0
Li6.900Mg0.05La3Zr1.85Fe0.15O12,6.9,Mg,2,0.05,Fe,4,0.15,Mg+Fe,low,True,0.0
Li6.900Mg0.05La3Zr1.80Fe0.20O12,6.9,Mg,2,0.05,Fe,4,0.2,Mg+Fe,low,True,0.0
Li6.800Mg0.10La3Zr1.90Fe0.10O12,6.8,Mg,2,0.1,Fe,4,0.1,Mg+Fe,low,True,0.0
Li6.800Mg0.10La3Zr1.85Fe0.15O12,6.8,Mg,2,0.1,Fe,4,0.15,Mg+Fe,low,True,0.0
Li6.800Mg0.10La3Zr1.80Fe0.20O12,6.8,Mg,2,0.1,Fe,4,0.2,Mg+Fe,low,True,0.0
Li6.700Mg0.15La3Zr1.90Fe0.10O12,6.7,Mg,2,0.15,Fe,4,0.1,Mg+Fe,low,True,0.0
Li6.700Mg0.15La3Zr1.85Fe0.15O12,6.7,Mg,2,0.15,Fe,4,0.15,Mg+Fe,low,True,0.0
Li6.700Mg0.15La3Zr1.80Fe0.20O12,6.7,Mg,2,0.15,Fe,4,0.2,Mg+Fe,low,True,0.0
Li6.600Mg0.20La3Zr1.90Fe0.10O12,6.6,Mg,2,0.2,Fe,4,0.1,Mg+Fe,low,True,0.0
Li6.600Mg0.20La3Zr1.85Fe0.15O12,6.6,Mg,2,0.2,Fe,4,0.15,Mg+Fe,low,True,0.0
Li6.600Mg0.20La3Zr1.80Fe0.20O12,6.6,Mg,2,0.2,Fe,4,0.2,Mg+Fe,low,True,0.0
Li6.500Mg0.25La3Zr1.90Fe0.10O12,6.5,Mg,2,0.25,Fe,4,0.1,Mg+Fe,low,True,0.0
Li6.500Mg0.25La3Zr1.85Fe0.15O12,6.5,Mg,2,0.25,Fe,4,0.15,Mg+Fe,low,True,0.0
Li6.500Mg0.25La3Zr1.80Fe0.20O12,6.5,Mg,2,0.25,Fe,4,0.2,Mg+Fe,low,True,0.0
Li6.900Mg0.05La3Zr1.90Sn0.10O12,6.9,Mg,2,0.05,Sn,4,0.1,Mg+Sn,low,True,0.0
Li6.900Mg0.05La3Zr1.85Sn0.15O12,6.9,Mg,2,0.05,Sn,4,0.15,Mg+Sn,low,True,0.0
Li6.900Mg0.05La3Zr1.80Sn0.20O12,6.9,Mg,2,0.05,Sn,4,0.2,Mg+Sn,low,True,0.0
Li6.900Mg0.05La3Zr1.75Sn0.25O12,6.9,Mg,2,0.05,Sn,4,0.25,Mg+Sn,low,True,0.0
Li6.900Mg0.05La3Zr1.70Sn0.30O12,6.9,Mg,2,0.05,Sn,4,0.3,Mg+Sn,low,True,0.0
Li6.800Mg0.10La3Zr1.90Sn0.10O12,6.8,Mg,2,0.1,Sn,4,0.1,Mg+Sn,low,True,0.0
Li6.800Mg0.10La3Zr1.85Sn0.15O12,6.8,Mg,2,0.1,Sn,4,0.15,Mg+Sn,low,True,0.0
Li6.800Mg0.10La3Zr1.80Sn0.20O12,6.8,Mg,2,0.1,Sn,4,0.2,Mg+Sn,low,True,0.0
Li6.800Mg0.10La3Zr1.75Sn0.25O12,6.8,Mg,2,0.1,Sn,4,0.25,Mg+Sn,low,True,0.0
Li6.800Mg0.10La3Zr1.70Sn0.30O12,6.8,Mg,2,0.1,Sn,4,0.3,Mg+Sn,low,True,0.0
Li6.700Mg0.15La3Zr1.90Sn0.10O12,6.7,Mg,2,0.15,Sn,4,0.1,Mg+Sn,low,True,0.0
Li6.700Mg0.15La3Zr1.85Sn0.15O12,6.7,Mg,2,0.15,Sn,4,0.15,Mg+Sn,low,True,0.0
Li6.700Mg0.15La3Zr1.80Sn0.20O12,6.7,Mg,2,0.15,Sn,4,0.2,Mg+Sn,low,True,0.0
Li6.700Mg0.15La3Zr1.75Sn0.25O12,6.7,Mg,2,0.15,Sn,4,0.25,Mg+Sn,low,True,0.0
Li6.700Mg0.15La3Zr1.70Sn0.30O12,6.7,Mg,2,0.15,Sn,4,0.3,Mg+Sn,low,True,0.0
Li6.600Mg0.20La3Zr1.90Sn0.10O12,6.6,Mg,2,0.2,Sn,4,0.1,Mg+Sn,low,True,0.0
Li6.600Mg0.20La3Zr1.85Sn0.15O12,6.6,Mg,2,0.2,Sn,4,0.15,Mg+Sn,low,True,0.0
Li6.600Mg0.20La3Zr1.80Sn0.20O12,6.6,Mg,2,0.2,Sn,4,0.2,Mg+Sn,low,True,0.0
Li6.600Mg0.20La3Zr1.75Sn0.25O12,6.6,Mg,2,0.2,Sn,4,0.25,Mg+Sn,low,True,0.0
Li6.600Mg0.20La3Zr1.70Sn0.30O12,6.6,Mg,2,0.2,Sn,4,0.3,Mg+Sn,low,True,0.0
Li6.500Mg0.25La3Zr1.90Sn0.10O12,6.5,Mg,2,0.25,Sn,4,0.1,Mg+Sn,low,True,0.0
Li6.500Mg0.25La3Zr1.85Sn0.15O12,6.5,Mg,2,0.25,Sn,4,0.15,Mg+Sn,low,True,0.0
Li6.500Mg0.25La3Zr1.80Sn0.20O12,6.5,Mg,2,0.25,Sn,4,0.2,Mg+Sn,low,True,0.0
Li6.500Mg0.25La3Zr1.75Sn0.25O12,6.5,Mg,2,0.25,Sn,4,0.25,Mg+Sn,low,True,0.0
Li6.500Mg0.25La3Zr1.70Sn0.30O12,6.5,Mg,2,0.25,Sn,4,0.3,Mg+Sn,low,True,0.0
Li6.850Mn0.05La3Zr1.90Ti0.10O12,6.85,Mn,3,0.05,Ti,4,0.1,Mn+Ti,low,True,0.0
Li6.850Mn0.05La3Zr1.85Ti0.15O12,6.85,Mn,3,0.05,Ti,4,0.15,Mn+Ti,low,True,0.0
Li6.850Mn0.05La3Zr1.80Ti0.20O12,6.85,Mn,3,0.05,Ti,4,0.2,Mn+Ti,low,True,0.0
Li6.850Mn0.05La3Zr1.75Ti0.25O12,6.85,Mn,3,0.05,Ti,4,0.25,Mn+Ti,low,True,0.0
Li6.850Mn0.05La3Zr1.70Ti0.30O12,6.85,Mn,3,0.05,Ti,4,0.3,Mn+Ti,low,True,0.0
Li6.850Mn0.05La3Zr1.60Ti0.40O12,6.85,Mn,3,0.05,Ti,4,0.4,Mn+Ti,low,True,0.0
Li6.850Mn0.05La3Zr1.50Ti0.50O12,6.85,Mn,3,0.05,Ti,4,0.5,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.90Ti0.10O12,6.7,Mn,3,0.1,Ti,4,0.1,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.85Ti0.15O12,6.7,Mn,3,0.1,Ti,4,0.15,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.80Ti0.20O12,6.7,Mn,3,0.1,Ti,4,0.2,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.75Ti0.25O12,6.7,Mn,3,0.1,Ti,4,0.25,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.70Ti0.30O12,6.7,Mn,3,0.1,Ti,4,0.3,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.60Ti0.40O12,6.7,Mn,3,0.1,Ti,4,0.4,Mn+Ti,low,True,0.0
Li6.700Mn0.10La3Zr1.50Ti0.50O12,6.7,Mn,3,0.1,Ti,4,0.5,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.90Ti0.10O12,6.55,Mn,3,0.15,Ti,4,0.1,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.85Ti0.15O12,6.55,Mn,3,0.15,Ti,4,0.15,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.80Ti0.20O12,6.55,Mn,3,0.15,Ti,4,0.2,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.75Ti0.25O12,6.55,Mn,3,0.15,Ti,4,0.25,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.70Ti0.30O12,6.55,Mn,3,0.15,Ti,4,0.3,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.60Ti0.40O12,6.55,Mn,3,0.15,Ti,4,0.4,Mn+Ti,low,True,0.0
Li6.550Mn0.15La3Zr1.50Ti0.50O12,6.55,Mn,3,0.15,Ti,4,0.5,Mn+Ti,low,True,0.0
Li6.750Mn0.05La3Zr1.90Nb0.10O12,6.75,Mn,3,0.05,Nb,5,0.1,Mn+Nb,low,True,0.0
Li6.700Mn0.05La3Zr1.85Nb0.15O12,6.7,Mn,3,0.05,Nb,5,0.15,Mn+Nb,low,True,0.0
Li6.650Mn0.05La3Zr1.80Nb0.20O12,6.65,Mn,3,0.05,Nb,5,0.2,Mn+Nb,low,True,0.0
Li6.600Mn0.05La3Zr1.75Nb0.25O12,6.6,Mn,3,0.05,Nb,5,0.25,Mn+Nb,low,True,0.0
Li6.550Mn0.05La3Zr1.70Nb0.30O12,6.55,Mn,3,0.05,Nb,5,0.3,Mn+Nb,low,True,0.0
Li6.450Mn0.05La3Zr1.60Nb0.40O12,6.45,Mn,3,0.05,Nb,5,0.4,Mn+Nb,low,True,0.0
Li6.350Mn0.05La3Zr1.50Nb0.50O12,6.35,Mn,3,0.05,Nb,5,0.5,Mn+Nb,low,True,0.0
Li6.600Mn0.10La3Zr1.90Nb0.10O12,6.6,Mn,3,0.1,Nb,5,0.1,Mn+Nb,low,True,0.0
Li6.550Mn0.10La3Zr1.85Nb0.15O12,6.55,Mn,3,0.1,Nb,5,0.15,Mn+Nb,low,True,0.0
Li6.500Mn0.10La3Zr1.80Nb0.20O12,6.5,Mn,3,0.1,Nb,5,0.2,Mn+Nb,low,True,0.0
Li6.450Mn0.10La3Zr1.75Nb0.25O12,6.45,Mn,3,0.1,Nb,5,0.25,Mn+Nb,low,True,0.0
Li6.400Mn0.10La3Zr1.70Nb0.30O12,6.4,Mn,3,0.1,Nb,5,0.3,Mn+Nb,low,True,0.0
Li6.300Mn0.10La3Zr1.60Nb0.40O12,6.3,Mn,3,0.1,Nb,5,0.4,Mn+Nb,low,True,0.0
Li6.200Mn0.10La3Zr1.50Nb0.50O12,6.2,Mn,3,0.1,Nb,5,0.5,Mn+Nb,low,True,0.0
Li6.450Mn0.15La3Zr1.90Nb0.10O12,6.45,Mn,3,0.15,Nb,5,0.1,Mn+Nb,low,True,0.0
Li6.400Mn0.15La3Zr1.85Nb0.15O12,6.4,Mn,3,0.15,Nb,5,0.15,Mn+Nb,low,True,0.0
Li6.350Mn0.15La3Zr1.80Nb0.20O12,6.35,Mn,3,0.15,Nb,5,0.2,Mn+Nb,low,True,0.0
Li6.300Mn0.15La3Zr1.75Nb0.25O12,6.3,Mn,3,0.15,Nb,5,0.25,Mn+Nb,low,True,0.0
Li6.250Mn0.15La3Zr1.70Nb0.30O12,6.25,Mn,3,0.15,Nb,5,0.3,Mn+Nb,low,True,0.0
Li6.150Mn0.15La3Zr1.60Nb0.40O12,6.15,Mn,3,0.15,Nb,5,0.4,Mn+Nb,low,True,0.0
Li6.050Mn0.15La3Zr1.50Nb0.50O12,6.05,Mn,3,0.15,Nb,5,0.5,Mn+Nb,low,True,0.0
Li6.850Mn0.05La3Zr1.90Fe0.10O12,6.85,Mn,3,0.05,Fe,4,0.1,Mn+Fe,low,True,0.0
Li6.850Mn0.05La3Zr1.85Fe0.15O12,6.85,Mn,3,0.05,Fe,4,0.15,Mn+Fe,low,True,0.0
Li6.850Mn0.05La3Zr1.80Fe0.20O12,6.85,Mn,3,0.05,Fe,4,0.2,Mn+Fe,low,True,0.0
Li6.700Mn0.10La3Zr1.90Fe0.10O12,6.7,Mn,3,0.1,Fe,4,0.1,Mn+Fe,low,True,0.0
Li6.700Mn0.10La3Zr1.85Fe0.15O12,6.7,Mn,3,0.1,Fe,4,0.15,Mn+Fe,low,True,0.0
Li6.700Mn0.10La3Zr1.80Fe0.20O12,6.7,Mn,3,0.1,Fe,4,0.2,Mn+Fe,low,True,0.0
Li6.550Mn0.15La3Zr1.90Fe0.10O12,6.55,Mn,3,0.15,Fe,4,0.1,Mn+Fe,low,True,0.0
Li6.550Mn0.15La3Zr1.85Fe0.15O12,6.55,Mn,3,0.15,Fe,4,0.15,Mn+Fe,low,True,0.0
Li6.550Mn0.15La3Zr1.80Fe0.20O12,6.55,Mn,3,0.15,Fe,4,0.2,Mn+Fe,low,True,0.0
Li6.850Mn0.05La3Zr1.90Sn0.10O12,6.85,Mn,3,0.05,Sn,4,0.1,Mn+Sn,low,True,0.0
Li6.850Mn0.05La3Zr1.85Sn0.15O12,6.85,Mn,3,0.05,Sn,4,0.15,Mn+Sn,low,True,0.0
Li6.850Mn0.05La3Zr1.80Sn0.20O12,6.85,Mn,3,0.05,Sn,4,0.2,Mn+Sn,low,True,0.0
Li6.850Mn0.05La3Zr1.75Sn0.25O12,6.85,Mn,3,0.05,Sn,4,0.25,Mn+Sn,low,True,0.0
Li6.850Mn0.05La3Zr1.70Sn0.30O12,6.85,Mn,3,0.05,Sn,4,0.3,Mn+Sn,low,True,0.0
Li6.700Mn0.10La3Zr1.90Sn0.10O12,6.7,Mn,3,0.1,Sn,4,0.1,Mn+Sn,low,True,0.0
Li6.700Mn0.10La3Zr1.85Sn0.15O12,6.7,Mn,3,0.1,Sn,4,0.15,Mn+Sn,low,True,0.0
Li6.700Mn0.10La3Zr1.80Sn0.20O12,6.7,Mn,3,0.1,Sn,4,0.2,Mn+Sn,low,True,0.0
Li6.700Mn0.10La3Zr1.75Sn0.25O12,6.7,Mn,3,0.1,Sn,4,0.25,Mn+Sn,low,True,0.0
Li6.700Mn0.10La3Zr1.70Sn0.30O12,6.7,Mn,3,0.1,Sn,4,0.3,Mn+Sn,low,True,0.0
Li6.550Mn0.15La3Zr1.90Sn0.10O12,6.55,Mn,3,0.15,Sn,4,0.1,Mn+Sn,low,True,0.0
Li6.550Mn0.15La3Zr1.85Sn0.15O12,6.55,Mn,3,0.15,Sn,4,0.15,Mn+Sn,low,True,0.0
Li6.550Mn0.15La3Zr1.80Sn0.20O12,6.55,Mn,3,0.15,Sn,4,0.2,Mn+Sn,low,True,0.0
Li6.550Mn0.15La3Zr1.75Sn0.25O12,6.55,Mn,3,0.15,Sn,4,0.25,Mn+Sn,low,True,0.0
Li6.550Mn0.15La3Zr1.70Sn0.30O12,6.55,Mn,3,0.15,Sn,4,0.3,Mn+Sn,low,True,0.0
Li6.900Zn0.05La3Zr1.90Ti0.10O12,6.9,Zn,2,0.05,Ti,4,0.1,Zn+Ti,low,True,0.0
Li6.900Zn0.05La3Zr1.85Ti0.15O12,6.9,Zn,2,0.05,Ti,4,0.15,Zn+Ti,low,True,0.0
Li6.900Zn0.05La3Zr1.80Ti0.20O12,6.9,Zn,2,0.05,Ti,4,0.2,Zn+Ti,low,True,0.0
Li6.900Zn0.05La3Zr1.75Ti0.25O12,6.9,Zn,2,0.05,Ti,4,0.25,Zn+Ti,low,True,0.0
Li6.900Zn0.05La3Zr1.70Ti0.30O12,6.9,Zn,2,0.05,Ti,4,0.3,Zn+Ti,low,True,0.0
Li6.900Zn0.05La3Zr1.60Ti0.40O12,6.9,Zn,2,0.05,Ti,4,0.4,Zn+Ti,low,True,0.0
Li6.900Zn0.05La3Zr1.50Ti0.50O12,6.9,Zn,2,0.05,Ti,4,0.5,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.90Ti0.10O12,6.8,Zn,2,0.1,Ti,4,0.1,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.85Ti0.15O12,6.8,Zn,2,0.1,Ti,4,0.15,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.80Ti0.20O12,6.8,Zn,2,0.1,Ti,4,0.2,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.75Ti0.25O12,6.8,Zn,2,0.1,Ti,4,0.25,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.70Ti0.30O12,6.8,Zn,2,0.1,Ti,4,0.3,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.60Ti0.40O12,6.8,Zn,2,0.1,Ti,4,0.4,Zn+Ti,low,True,0.0
Li6.800Zn0.10La3Zr1.50Ti0.50O12,6.8,Zn,2,0.1,Ti,4,0.5,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.90Ti0.10O12,6.7,Zn,2,0.15,Ti,4,0.1,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.85Ti0.15O12,6.7,Zn,2,0.15,Ti,4,0.15,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.80Ti0.20O12,6.7,Zn,2,0.15,Ti,4,0.2,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.75Ti0.25O12,6.7,Zn,2,0.15,Ti,4,0.25,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.70Ti0.30O12,6.7,Zn,2,0.15,Ti,4,0.3,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.60Ti0.40O12,6.7,Zn,2,0.15,Ti,4,0.4,Zn+Ti,low,True,0.0
Li6.700Zn0.15La3Zr1.50Ti0.50O12,6.7,Zn,2,0.15,Ti,4,0.5,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.90Ti0.10O12,6.6,Zn,2,0.2,Ti,4,0.1,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.85Ti0.15O12,6.6,Zn,2,0.2,Ti,4,0.15,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.80Ti0.20O12,6.6,Zn,2,0.2,Ti,4,0.2,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.75Ti0.25O12,6.6,Zn,2,0.2,Ti,4,0.25,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.70Ti0.30O12,6.6,Zn,2,0.2,Ti,4,0.3,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.60Ti0.40O12,6.6,Zn,2,0.2,Ti,4,0.4,Zn+Ti,low,True,0.0
Li6.600Zn0.20La3Zr1.50Ti0.50O12,6.6,Zn,2,0.2,Ti,4,0.5,Zn+Ti,low,True,0.0
Li6.800Zn0.05La3Zr1.90Nb0.10O12,6.8,Zn,2,0.05,Nb,5,0.1,Zn+Nb,low,True,0.0
Li6.750Zn0.05La3Zr1.85Nb0.15O12,6.75,Zn,2,0.05,Nb,5,0.15,Zn+Nb,low,True,0.0
Li6.700Zn0.05La3Zr1.80Nb0.20O12,6.7,Zn,2,0.05,Nb,5,0.2,Zn+Nb,low,True,0.0
Li6.650Zn0.05La3Zr1.75Nb0.25O12,6.65,Zn,2,0.05,Nb,5,0.25,Zn+Nb,low,True,0.0
Li6.600Zn0.05La3Zr1.70Nb0.30O12,6.6,Zn,2,0.05,Nb,5,0.3,Zn+Nb,low,True,0.0
Li6.500Zn0.05La3Zr1.60Nb0.40O12,6.5,Zn,2,0.05,Nb,5,0.4,Zn+Nb,low,True,0.0
Li6.400Zn0.05La3Zr1.50Nb0.50O12,6.4,Zn,2,0.05,Nb,5,0.5,Zn+Nb,low,True,0.0
Li6.700Zn0.10La3Zr1.90Nb0.10O12,6.7,Zn,2,0.1,Nb,5,0.1,Zn+Nb,low,True,0.0
Li6.650Zn0.10La3Zr1.85Nb0.15O12,6.65,Zn,2,0.1,Nb,5,0.15,Zn+Nb,low,True,0.0
Li6.600Zn0.10La3Zr1.80Nb0.20O12,6.6,Zn,2,0.1,Nb,5,0.2,Zn+Nb,low,True,0.0
Li6.550Zn0.10La3Zr1.75Nb0.25O12,6.55,Zn,2,0.1,Nb,5,0.25,Zn+Nb,low,True,0.0
Li6.500Zn0.10La3Zr1.70Nb0.30O12,6.5,Zn,2,0.1,Nb,5,0.3,Zn+Nb,low,True,0.0
Li6.400Zn0.10La3Zr1.60Nb0.40O12,6.4,Zn,2,0.1,Nb,5,0.4,Zn+Nb,low,True,0.0
Li6.300Zn0.10La3Zr1.50Nb0.50O12,6.3,Zn,2,0.1,Nb,5,0.5,Zn+Nb,low,True,0.0
Li6.600Zn0.15La3Zr1.90Nb0.10O12,6.6,Zn,2,0.15,Nb,5,0.1,Zn+Nb,low,True,0.0
Li6.550Zn0.15La3Zr1.85Nb0.15O12,6.55,Zn,2,0.15,Nb,5,0.15,Zn+Nb,low,True,0.0
Li6.500Zn0.15La3Zr1.80Nb0.20O12,6.5,Zn,2,0.15,Nb,5,0.2,Zn+Nb,low,True,0.0
Li6.450Zn0.15La3Zr1.75Nb0.25O12,6.45,Zn,2,0.15,Nb,5,0.25,Zn+Nb,low,True,0.0
Li6.400Zn0.15La3Zr1.70Nb0.30O12,6.4,Zn,2,0.15,Nb,5,0.3,Zn+Nb,low,True,0.0
Li6.300Zn0.15La3Zr1.60Nb0.40O12,6.3,Zn,2,0.15,Nb,5,0.4,Zn+Nb,low,True,0.0
Li6.200Zn0.15La3Zr1.50Nb0.50O12,6.2,Zn,2,0.15,Nb,5,0.5,Zn+Nb,low,True,0.0
Li6.500Zn0.20La3Zr1.90Nb0.10O12,6.5,Zn,2,0.2,Nb,5,0.1,Zn+Nb,low,True,0.0
Li6.450Zn0.20La3Zr1.85Nb0.15O12,6.45,Zn,2,0.2,Nb,5,0.15,Zn+Nb,low,True,0.0
Li6.400Zn0.20La3Zr1.80Nb0.20O12,6.4,Zn,2,0.2,Nb,5,0.2,Zn+Nb,low,True,0.0
Li6.350Zn0.20La3Zr1.75Nb0.25O12,6.35,Zn,2,0.2,Nb,5,0.25,Zn+Nb,low,True,0.0
Li6.300Zn0.20La3Zr1.70Nb0.30O12,6.3,Zn,2,0.2,Nb,5,0.3,Zn+Nb,low,True,0.0
Li6.200Zn0.20La3Zr1.60Nb0.40O12,6.2,Zn,2,0.2,Nb,5,0.4,Zn+Nb,low,True,0.0
